Nombre_del_Producto,Fecha,Cantidad_de_Ventas,precio_unitario_de_venta,costo_unitario_de_compra
Calabrezza Saussage kg,27/04/2023,8,16.74,13.96
Mozarella Cheese kg,27/04/2023,8,29.75,16.99
Dish Soap Ype Clear 500ml,27/04/2023,15,1.77,1.35
Dish Soap Ype Apple 500ml,27/04/2023,4,1.69,1.35
Dish soap Ype Neutro 500ml,27/04/2023,1,1.69,1.35
Rice Albaruska Pilao 5kg,27/04/2023,11,16.92,14.83
Powder juice Frech orange 10gr,27/04/2023,10,0.5,0.32
Tomato sauce Elefante 130g,27/04/2023,15,2.06,1.61
Coffee Mineiro 500gr,27/04/2023,20,6.74,5.5
Instant Pasta Nissin Chicken 85gr,27/04/2023,4,1.55,0.99
Fries JR Fritas 300g,27/04/2023,13,7.19,5.51
Coffee Mantiqueira 500g,27/04/2023,11,8.19,6.29
Coffee Santa Barbara kg,27/04/2023,4,6.89,5.24
Chicken Steak Perdigao 100gr,27/04/2023,9,1.15,0.85
Corn Flour Mimoso 1kg,27/04/2023,10,1.78,1.3
Beer Clacial 473ml,27/04/2023,19,1.99,1.95
Salt Marlin 1kg,27/04/2023,25,1.18,0.77
Soy Oil Soya 900ml,27/04/2023,63,3.5,2.99
Wheat Flour Vilma 1kg,27/04/2023,28,3.44,2.75
"Beef ""Acem cut"" kg",27/04/2023,16,19.14,12.58
Bologna Bolonha kg,27/04/2023,2,15.65,9.9
Beer Skol 473ml,27/04/2023,44,2.91,2.53
Corn Flour Moinho Dagua 1kg,27/04/2023,13,3.32,2.2
Soda Coca Cola 2lt reciclable bottle,27/04/2023,39,6.33,4.13
Common Bread kg,27/04/2023,82,8.03,3.92
Milk cream Quata 200gr,27/04/2023,24,2.21,1.67
Tomato Kg,27/04/2023,61,3.01,2
Potato kg,27/04/2023,86,2.92,2
Zucchini kg,27/04/2023,2,2.77,1.66
Cabbage kg,27/04/2023,10,1.33,0.85
Beetroot kg,27/04/2023,7,3.09,2
Yam kg,27/04/2023,16,3.4,2
Green Pepper kg,27/04/2023,11,3,2
Sweet potato kg,27/04/2023,15,1.99,1.25
Carrots kg,27/04/2023,18,3.04,2
Pumpkin kg,27/04/2023,23,2.04,1.25
Oranges kg,27/04/2023,24,1.51,1
Garlic Kg,27/04/2023,9,15.36,10
Onion Kg,27/04/2023,45,4.22,3.15
Apple Kg,27/04/2023,15,4.6,3.22
Banana kg,27/04/2023,17,2.56,1.5
Lettuce kg,27/04/2023,10,1.3,0.85
"Pork ""Pernil cut"" boneless kg",27/04/2023,25,11.69,7.06
Ham kg,27/04/2023,7,19.6,12.35
Ground beef kg,27/04/2023,27,14,7.06
Generic Ham kg,27/04/2023,5,16.55,10.21
Bologna Confianca kg,27/04/2023,13,6.85,4.89
Sweet Bread kg,28/04/2023,3,9.18,1.81
Frozen Chicken kg,28/04/2023,8,6.79,4.95
Salsage kg,28/04/2023,9,6.99,5.25
Calabrezza Saussage kg,28/04/2023,3,16.74,12.41
Mozarella Cheese kg,28/04/2023,4,29.38,16.99
Dish Soap Ype Clear 500ml,28/04/2023,1,1.69,1.35
Dish Soap Ype Apple 500ml,28/04/2023,1,1.69,1.35
Dish soap Ype Neutro 500ml,28/04/2023,1,1.69,1.35
Rice Albaruska Pilao 5kg,28/04/2023,1,16.39,14.83
Powder juice Frech orange 10gr,28/04/2023,5,0.5,0.32
Coffee Mineiro 500gr,28/04/2023,1,6.69,5.5
Fries JR Fritas 300g,28/04/2023,11,7.19,5.51
Coffee Mantiqueira 500g,28/04/2023,3,8.19,6.29
Coffee Santa Barbara kg,28/04/2023,5,6.87,5.24
Chicken Steak Perdigao 100gr,28/04/2023,7,1.15,0.85
Corn Flour Mimoso 1kg,28/04/2023,3,1.79,1.28
Beer Clacial 473ml,28/04/2023,20,1.95,1.95
Salt Marlin 1kg,28/04/2023,9,1.15,0.77
Soy Oil Soya 900ml,28/04/2023,20,3.45,2.99
Wheat Flour Vilma 1kg,28/04/2023,3,3.35,2.75
"Beef ""Acem cut"" kg",28/04/2023,3,18.98,12.58
Bologna Bolonha kg,28/04/2023,1,15.95,9.9
Beer Skol 473ml,28/04/2023,63,2.9,2.53
Corn Flour Moinho Dagua 1kg,28/04/2023,8,3.25,2.2
Soda Coca Cola 2lt reciclable bottle,28/04/2023,25,6.13,4.13
Common Bread kg,28/04/2023,56,7.99,3.92
Milk cream Quata 200gr,28/04/2023,8,2.19,1.67
Tomato Kg,28/04/2023,24,2.99,2
Potato kg,28/04/2023,38,2.89,2
Cabbage kg,28/04/2023,5,1.29,0.85
Beetroot kg,28/04/2023,4,2.99,2
Yam kg,28/04/2023,4,3.39,2
Green Pepper kg,28/04/2023,1,2.98,2
Sweet potato kg,28/04/2023,2,1.99,1.25
Carrots kg,28/04/2023,8,2.99,2
Pumpkin kg,28/04/2023,13,1.99,1.25
Oranges kg,28/04/2023,10,1.49,1
Garlic Kg,28/04/2023,2,14.96,10
Onion Kg,28/04/2023,13,4.18,3.15
Apple Kg,28/04/2023,12,4.58,3.22
Banana kg,28/04/2023,16,2.49,1.5
Lettuce kg,28/04/2023,1,1.3,0.85
"Pork ""Pernil cut"" boneless kg",28/04/2023,12,11.49,7.38
Ham kg,28/04/2023,3,19.48,12.35
Ground beef kg,28/04/2023,14,13.96,7.06
Generic Ham kg,28/04/2023,2,16.37,10.21
Bologna Confianca kg,28/04/2023,2,7.01,4.89
Sweet Bread kg,29/04/2023,9,8.97,1.81
Frozen Chicken kg,29/04/2023,15,6.82,4.95
Salsage kg,29/04/2023,8,7.01,5.25
Calabrezza Saussage kg,29/04/2023,1,16.73,12.41
Mozarella Cheese kg,29/04/2023,3,29.48,16.99
Dish Soap Ype Clear 500ml,29/04/2023,7,1.69,1.35
Dish Soap Ype Apple 500ml,29/04/2023,1,1.69,1.35
Dish soap Ype Neutro 500ml,29/04/2023,6,1.69,1.35
Rice Albaruska Pilao 5kg,29/04/2023,14,16.39,14.83
Powder juice Frech orange 10gr,29/04/2023,3,0.5,0.32
Tomato sauce Elefante 130g,29/04/2023,1,2.05,1.61
Coffee Mineiro 500gr,29/04/2023,12,6.7,5.5
Instant Pasta Nissin Chicken 85gr,29/04/2023,5,1.55,0.99
Fries JR Fritas 300g,29/04/2023,1,7.19,5.51
Coffee Mantiqueira 500g,29/04/2023,12,8.19,6.29
Coffee Santa Barbara kg,29/04/2023,3,6.89,5.24
Chicken Steak Perdigao 100gr,29/04/2023,26,1.16,0.85
Corn Flour Mimoso 1kg,29/04/2023,2,1.79,1.28
Beer Clacial 473ml,29/04/2023,9,2.02,1.95
Salt Marlin 1kg,29/04/2023,117,1.11,0.77
Soy Oil Soya 900ml,29/04/2023,82,3.45,2.99
Wheat Flour Vilma 1kg,29/04/2023,30,3.24,2.75
"Beef ""Acem cut"" kg",29/04/2023,13,19.16,12.58
Bologna Bolonha kg,29/04/2023,2,15.97,9.9
Beer Skol 473ml,29/04/2023,7,2.89,2.53
Corn Flour Moinho Dagua 1kg,29/04/2023,7,3.25,2.2
Soda Coca Cola 2lt reciclable bottle,29/04/2023,15,5.54,4.13
Common Bread kg,29/04/2023,70,8.03,3.92
Milk cream Quata 200gr,29/04/2023,7,2.2,1.67
Tomato Kg,29/04/2023,42,2.99,2
Potato kg,29/04/2023,62,2.95,2
Zucchini kg,29/04/2023,6,2.79,1.66
Cabbage kg,29/04/2023,9,1.29,0.85
Beetroot kg,29/04/2023,7,2.99,2
Yam kg,29/04/2023,13,3.39,2
Green Pepper kg,29/04/2023,3,2.99,2
Sweet potato kg,29/04/2023,6,2,1.25
Carrots kg,29/04/2023,17,3,2
Pumpkin kg,29/04/2023,19,1.99,1.25
Oranges kg,29/04/2023,79,1.49,1
Garlic Kg,29/04/2023,8,15.29,10
Onion Kg,29/04/2023,20,4.2,3.15
Apple Kg,29/04/2023,22,4.59,3.22
Banana kg,29/04/2023,27,2.49,1.5
"Pork ""Pernil cut"" boneless kg",29/04/2023,15,11.49,7.38
Ham kg,29/04/2023,1,19.56,10.65
Ground beef kg,29/04/2023,16,13.56,7.06
Generic Ham kg,29/04/2023,1,16.37,9.58
Bologna Confianca kg,29/04/2023,9,6.89,4.89
Sweet Bread kg,30/04/2023,8,9,1.81
Frozen Chicken kg,30/04/2023,32,6.93,4.95
Salsage kg,30/04/2023,14,7.01,5.25
Calabrezza Saussage kg,30/04/2023,2,16.74,12.41
Mozarella Cheese kg,30/04/2023,4,30.22,16.99
Dish Soap Ype Clear 500ml,30/04/2023,6,1.69,1.35
Dish Soap Ype Apple 500ml,30/04/2023,6,1.72,1.35
Dish soap Ype Neutro 500ml,30/04/2023,5,1.69,1.35
Rice Albaruska Pilao 5kg,30/04/2023,11,16.43,14.83
Powder juice Frech orange 10gr,30/04/2023,17,0.52,0.32
Tomato sauce Elefante 130g,30/04/2023,4,2.24,1.61
Coffee Mineiro 500gr,30/04/2023,9,7.06,5.5
Instant Pasta Nissin Chicken 85gr,30/04/2023,5,1.55,0.99
Fries JR Fritas 300g,30/04/2023,4,7.36,5.51
Coffee Mantiqueira 500g,30/04/2023,19,8.26,6.29
Coffee Santa Barbara kg,30/04/2023,10,7.18,5.24
Chicken Steak Perdigao 100gr,30/04/2023,23,1.19,0.85
Corn Flour Mimoso 1kg,30/04/2023,12,1.8,1.28
Beer Clacial 473ml,30/04/2023,17,1.99,1.95
Salt Marlin 1kg,30/04/2023,34,1.17,0.77
Soy Oil Soya 900ml,30/04/2023,36,3.53,2.99
Wheat Flour Vilma 1kg,30/04/2023,10,3.44,2.78
"Beef ""Acem cut"" kg",30/04/2023,10,18.98,12.58
Bologna Bolonha kg,30/04/2023,2,16.22,9.9
Beer Skol 473ml,30/04/2023,18,2.89,2.53
Corn Flour Moinho Dagua 1kg,30/04/2023,17,3.4,2.2
Soda Coca Cola 2lt,30/04/2023,1,7.51,5.69
Common Bread kg,30/04/2023,62,8.01,3.92
Milk cream Quata 200gr,30/04/2023,23,2.2,1.67
Tomato Kg,30/04/2023,41,3.02,2
Potato kg,30/04/2023,66,2.94,2
Zucchini kg,30/04/2023,8,2.81,1.66
Cabbage kg,30/04/2023,18,1.32,0.85
Beetroot kg,30/04/2023,8,3.02,2
Yam kg,30/04/2023,22,3.43,2
Green Pepper kg,30/04/2023,3,3.06,2
Sweet potato kg,30/04/2023,14,2,1.25
Carrots kg,30/04/2023,11,3.02,2
Pumpkin kg,30/04/2023,24,2.05,1.25
Oranges kg,30/04/2023,53,1.5,1
Garlic Kg,30/04/2023,11,15.19,10
Onion Kg,30/04/2023,20,4.26,3.15
Apple Kg,30/04/2023,23,4.61,3.22
Banana kg,30/04/2023,31,2.53,1.5
Lettuce kg,30/04/2023,33,1.3,0.85
"Pork ""Pernil cut"" boneless kg",30/04/2023,37,11.6,7.38
Ham kg,30/04/2023,3,20,10.65
Ground beef kg,30/04/2023,19,13.48,7.06
Generic Ham kg,30/04/2023,7,16.49,9.58
Bologna Confianca kg,30/04/2023,8,6.97,4.89
Sweet Bread kg,01/05/2023,7,9.04,1.81
Frozen Chicken kg,01/05/2023,16,7.17,4.95
Salsage kg,01/05/2023,6,7.08,5.25
Calabrezza Saussage kg,01/05/2023,2,15.85,12.41
Mozarella Cheese kg,01/05/2023,4,29.77,16.99
Dish Soap Ype Clear 500ml,01/05/2023,12,1.82,1.35
Dish soap Ype Neutro 500ml,01/05/2023,2,1.75,1.35
Rice Albaruska Pilao 5kg,01/05/2023,12,16.84,14.83
Powder juice Frech orange 10gr,01/05/2023,12,0.5,0.32
Tomato sauce Elefante 130g,01/05/2023,7,2.16,1.61
Coffee Mineiro 500gr,01/05/2023,13,7.13,5.5
Instant Pasta Nissin Chicken 85gr,01/05/2023,3,1.55,0.99
Fries JR Fritas 300g,01/05/2023,8,7.46,5.51
Coffee Mantiqueira 500g,01/05/2023,12,8.34,6.29
Coffee Santa Barbara kg,01/05/2023,12,7.12,5.24
Chicken Steak Perdigao 100gr,01/05/2023,18,1.2,0.85
Corn Flour Mimoso 1kg,01/05/2023,11,1.82,1.28
Beer Clacial 473ml,01/05/2023,12,1.99,1.95
Salt Marlin 1kg,01/05/2023,17,1.18,0.77
Soy Oil Soya 900ml,01/05/2023,32,3.6,2.99
Wheat Flour Vilma 1kg,01/05/2023,15,3.45,2.78
"Beef ""Acem cut"" kg",01/05/2023,10,19.2,12.58
Bologna Bolonha kg,01/05/2023,2,15.54,9.9
Beer Skol 473ml,01/05/2023,8,2.89,2.53
Corn Flour Moinho Dagua 1kg,01/05/2023,9,3.46,2.2
Soda Coca Cola 2lt reciclable bottle,01/05/2023,17,6.72,4.13
Common Bread kg,01/05/2023,71,8.04,3.92
Tomato Kg,01/05/2023,45,3.05,2
Potato kg,01/05/2023,89,2.95,2
Zucchini kg,01/05/2023,5,2.79,1.66
Cabbage kg,01/05/2023,7,1.29,0.85
Beetroot kg,01/05/2023,3,2.98,2
Yam kg,01/05/2023,19,3.43,2
Green Pepper kg,01/05/2023,2,3.17,2
Sweet potato kg,01/05/2023,12,2.03,1.25
Carrots kg,01/05/2023,10,3.14,2
Pumpkin kg,01/05/2023,24,2,1.25
Oranges kg,01/05/2023,17,1.5,1
Garlic Kg,01/05/2023,8,15.26,10
Onion Kg,01/05/2023,20,4.28,3.15
Apple Kg,01/05/2023,8,4.67,3.22
Banana kg,01/05/2023,10,2.49,1.5
Lettuce kg,01/05/2023,20,1.3,0.85
"Pork ""Pernil cut"" boneless kg",01/05/2023,16,11.49,7.38
Ham kg,01/05/2023,3,19.55,10.65
Ground beef kg,01/05/2023,12,13.1,7.06
Generic Ham kg,01/05/2023,2,16.37,9.58
Bologna Confianca kg,01/05/2023,5,6.92,4.89
Sweet Bread kg,02/05/2023,8,9.02,1.81
Frozen Chicken kg,02/05/2023,15,6.81,4.95
Salsage kg,02/05/2023,10,7.01,5.25
Calabrezza Saussage kg,02/05/2023,2,14.74,11.34
Mozarella Cheese kg,02/05/2023,3,29.5,17.69
Dish Soap Ype Clear 500ml,02/05/2023,19,1.69,1.35
Dish Soap Ype Apple 500ml,02/05/2023,8,1.7,1.35
Dish soap Ype Neutro 500ml,02/05/2023,15,1.71,1.35
Rice Albaruska Pilao 5kg,02/05/2023,10,16.48,14.83
Powder juice Frech orange 10gr,02/05/2023,19,0.51,0.32
Tomato sauce Elefante 130g,02/05/2023,8,2.04,1.61
Coffee Mineiro 500gr,02/05/2023,38,6.74,5.5
Instant Pasta Nissin Chicken 85gr,02/05/2023,6,1.56,0.99
Fries JR Fritas 300g,02/05/2023,5,7.23,5.51
Coffee Mantiqueira 500g,02/05/2023,10,8.2,6.29
Coffee Santa Barbara kg,02/05/2023,2,6.92,5.24
Chicken Steak Perdigao 100gr,02/05/2023,37,1.18,0.85
Corn Flour Mimoso 1kg,02/05/2023,14,1.81,1.28
Beer Clacial 473ml,02/05/2023,4,1.99,1.95
Salt Marlin 1kg,02/05/2023,40,1.16,0.77
Soy Oil Soya 900ml,02/05/2023,65,3.46,2.99
Wheat Flour Vilma 1kg,02/05/2023,57,3.27,2.78
"Beef ""Acem cut"" kg",02/05/2023,15,19.05,12.13
Bologna Bolonha kg,02/05/2023,2,15.96,9.72
Beer Skol 473ml,02/05/2023,22,2.9,2.53
Corn Flour Moinho Dagua 1kg,02/05/2023,11,3.25,2.2
Soda Coca Cola 2lt reciclable bottle,02/05/2023,5,6.63,4.13
Soda Coca Cola 2lt,02/05/2023,2,6.85,5.69
Common Bread kg,02/05/2023,78,8,3.92
Tomato Kg,02/05/2023,57,3,2
Potato kg,02/05/2023,106,2.91,2
Zucchini kg,02/05/2023,6,3,2.22
Cabbage kg,02/05/2023,17,1.29,0.85
Beetroot kg,02/05/2023,5,3.01,1.75
Yam kg,02/05/2023,14,3.51,2
Green Pepper kg,02/05/2023,7,3,2
Sweet potato kg,02/05/2023,9,2,1.25
Carrots kg,02/05/2023,22,3,2
Pumpkin kg,02/05/2023,27,1.99,1.25
Oranges kg,02/05/2023,54,1.49,1
Garlic Kg,02/05/2023,12,15.09,10
Onion Kg,02/05/2023,28,4.22,2.8
Apple Kg,02/05/2023,27,4.61,3.22
Banana kg,02/05/2023,29,2.49,1.5
Lettuce kg,02/05/2023,17,1.3,0.85
"Pork ""Pernil cut"" boneless kg",02/05/2023,11,11.53,7.38
Ham kg,02/05/2023,3,19.57,12.11
Ground beef kg,02/05/2023,15,13.02,7.06
Generic Ham kg,02/05/2023,2,16.39,10.08
Bologna Confianca kg,02/05/2023,19,6.88,4.89
Sweet Bread kg,03/05/2023,10,8.98,1.81
Frozen Chicken kg,03/05/2023,24,6.81,4.95
Salsage kg,03/05/2023,44,7,5.25
Calabrezza Saussage kg,03/05/2023,8,14.74,11.34
Mozarella Cheese kg,03/05/2023,12,26.56,17.69
Dish Soap Ype Clear 500ml,03/05/2023,2,1.71,1.35
Dish Soap Ype Apple 500ml,03/05/2023,4,1.7,1.35
Dish soap Ype Neutro 500ml,03/05/2023,2,2.23,1.35
Rice Albaruska Pilao 5kg,03/05/2023,7,19.42,14.83
Powder juice Frech orange 10gr,03/05/2023,2,0.5,0.32
Tomato sauce Elefante 130g,03/05/2023,5,2.07,1.61
Coffee Mineiro 500gr,03/05/2023,39,7.12,5.5
Instant Pasta Nissin Chicken 85gr,03/05/2023,5,1.55,0.99
Fries JR Fritas 300g,03/05/2023,6,7.21,5.51
Coffee Mantiqueira 500g,03/05/2023,16,8.26,6.29
Coffee Santa Barbara kg,03/05/2023,2,6.89,5.24
Chicken Steak Perdigao 100gr,03/05/2023,26,1.15,0.85
Corn Flour Mimoso 1kg,03/05/2023,5,1.8,1.28
Beer Clacial 473ml,03/05/2023,7,1.99,1.95
Salt Marlin 1kg,03/05/2023,23,1.23,0.77
Soy Oil Soya 900ml,03/05/2023,45,3.46,2.99
Wheat Flour Vilma 1kg,03/05/2023,22,3.21,2.78
"Beef ""Acem cut"" kg",03/05/2023,14,19.03,12.33
Bologna Bolonha kg,03/05/2023,3,15.97,9.72
Beer Skol 473ml,03/05/2023,32,2.98,2.53
Corn Flour Moinho Dagua 1kg,03/05/2023,13,3.25,2.2
Soda Coca Cola 2lt reciclable bottle,03/05/2023,13,6.44,4.13
Soda Coca Cola 2lt,03/05/2023,5,6.85,5.69
Common Bread kg,03/05/2023,81,8.05,3.92
Tomato Kg,03/05/2023,58,3.08,2
Potato kg,03/05/2023,97,3.31,2
Zucchini kg,03/05/2023,12,3.33,2.22
Cabbage kg,03/05/2023,12,1.4,0.85
Beetroot kg,03/05/2023,13,2.99,1.75
Yam kg,03/05/2023,13,3.76,2.5
Green Pepper kg,03/05/2023,5,2.98,2
Sweet potato kg,03/05/2023,13,2.11,1.25
Carrots kg,03/05/2023,17,3.07,2
Pumpkin kg,03/05/2023,19,1.99,1.25
Oranges kg,03/05/2023,29,1.56,1
Garlic Kg,03/05/2023,6,15.03,10
Onion Kg,03/05/2023,22,4.42,2.8
Apple Kg,03/05/2023,18,4.61,3.22
Banana kg,03/05/2023,13,3.11,1.5
Lettuce kg,03/05/2023,12,1.3,0.85
"Pork ""Pernil cut"" boneless kg",03/05/2023,21,11.52,7.38
Ham kg,03/05/2023,4,19.61,12.11
Ground beef kg,03/05/2023,21,13.01,7.06
Generic Ham kg,03/05/2023,2,16.26,10.08
Bologna Confianca kg,03/05/2023,7,10.62,5.5
Sweet Bread kg,04/05/2023,7,9.12,83.03
Frozen Chicken kg,04/05/2023,49,6.79,4.95
Salsage kg,04/05/2023,15,7.03,4.98
Calabrezza Saussage kg,04/05/2023,12,14.83,11.34
Mozarella Cheese kg,04/05/2023,6,26.35,16.49
Dish Soap Ype Clear 500ml,04/05/2023,6,1.7,1.35
Dish Soap Ype Apple 500ml,04/05/2023,6,1.69,1.35
Dish soap Ype Neutro 500ml,04/05/2023,11,1.69,1.35
Rice Albaruska Pilao 5kg,04/05/2023,19,16.39,14.83
Powder juice Frech orange 10gr,04/05/2023,6,0.5,0.32
Tomato sauce Elefante 130g,04/05/2023,9,2.05,1.61
Coffee Mineiro 500gr,04/05/2023,6,6.47,5.5
Instant Pasta Nissin Chicken 85gr,04/05/2023,6,1.51,0.99
Fries JR Fritas 300g,04/05/2023,12,7.2,5.51
Coffee Mantiqueira 500g,04/05/2023,12,8.39,6.29
Coffee Santa Barbara kg,04/05/2023,8,6.95,5.24
Chicken Steak Perdigao 100gr,04/05/2023,25,1.16,0.85
Corn Flour Mimoso 1kg,04/05/2023,10,1.84,1.28
Beer Clacial 473ml,04/05/2023,69,2,1.95
Salt Marlin 1kg,04/05/2023,31,1.15,0.77
Soy Oil Soya 900ml,04/05/2023,75,3.45,2.99
Wheat Flour Vilma 1kg,04/05/2023,28,3.39,2.78
"Beef ""Acem cut"" kg",04/05/2023,24,19.6,12.33
Bologna Bolonha kg,04/05/2023,4,15.91,9.72
Beer Skol 473ml,04/05/2023,70,2.87,2.53
Corn Flour Moinho Dagua 1kg,04/05/2023,13,3.25,2.2
Soda Coca Cola 2lt reciclable bottle,04/05/2023,32,6.14,4.13
Soda Coca Cola 2lt,04/05/2023,4,6.85,5.69
Common Bread kg,04/05/2023,90,8,3.92
Tomato Kg,04/05/2023,53,3.01,2
Potato kg,04/05/2023,86,3.5,2
Zucchini kg,04/05/2023,5,3.43,2.22
Cabbage kg,04/05/2023,5,1.29,0.85
Beetroot kg,04/05/2023,6,2.99,1.75
Yam kg,04/05/2023,7,3.75,2.5
Green Pepper kg,04/05/2023,4,2.99,2
Sweet potato kg,04/05/2023,4,2.14,1.25
Carrots kg,04/05/2023,19,2.99,2
Pumpkin kg,04/05/2023,10,2.03,1.25
Oranges kg,04/05/2023,35,1.51,1
Garlic Kg,04/05/2023,11,14.97,10
Onion Kg,04/05/2023,50,4.2,2.8
Apple Kg,04/05/2023,10,4.59,3.22
Banana kg,04/05/2023,15,2.52,1.5
Lettuce kg,04/05/2023,17,1.3,0.85
"Pork ""Pernil cut"" boneless kg",04/05/2023,19,11.41,8.69
Ham kg,04/05/2023,6,19.72,12.11
Ground beef kg,04/05/2023,25,12.98,7.06
Generic Ham kg,04/05/2023,5,16.35,10.08
Bologna Confianca kg,04/05/2023,6,8.76,5.5
Sweet Bread kg,05/05/2023,3,8.97,83.03
Frozen Chicken kg,05/05/2023,13,6.79,4.95
Salsage kg,05/05/2023,15,6.44,4.98
Calabrezza Saussage kg,05/05/2023,3,14.73,11.34
Mozarella Cheese kg,05/05/2023,4,26.29,16.49
Dish Soap Ype Clear 500ml,05/05/2023,4,1.69,1.35
Dish Soap Ype Apple 500ml,05/05/2023,6,1.7,1.35
Dish soap Ype Neutro 500ml,05/05/2023,3,1.69,1.35
Rice Albaruska Pilao 5kg,05/05/2023,1,16.39,14.83
Powder juice Frech orange 10gr,05/05/2023,1,0.5,0.32
Tomato sauce Elefante 130g,05/05/2023,7,2.05,1.61
Coffee Mineiro 500gr,05/05/2023,4,6.69,5.5
Fries JR Fritas 300g,05/05/2023,8,7.19,5.51
Coffee Mantiqueira 500g,05/05/2023,6,8.5,6.29
Coffee Santa Barbara kg,05/05/2023,1,6.89,5.24
Chicken Steak Perdigao 100gr,05/05/2023,2,1.15,0.85
Corn Flour Mimoso 1kg,05/05/2023,2,1.79,1.28
Beer Clacial 473ml,05/05/2023,10,1.99,1.95
Salt Marlin 1kg,05/05/2023,7,1.15,0.77
Soy Oil Soya 900ml,05/05/2023,14,3.57,2.99
Wheat Flour Vilma 1kg,05/05/2023,6,3.35,2.78
"Beef ""Acem cut"" kg",05/05/2023,6,19.01,12.33
Bologna Bolonha kg,05/05/2023,1,15.97,9.72
Beer Skol 473ml,05/05/2023,38,2.85,2.53
Corn Flour Moinho Dagua 1kg,05/05/2023,5,3.25,2.2
Soda Coca Cola 2lt reciclable bottle,05/05/2023,21,6.27,4.13
Soda Coca Cola 2lt,05/05/2023,1,6.85,5.69
Common Bread kg,05/05/2023,86,8.06,3.92
Tomato Kg,05/05/2023,33,2.99,2
Potato kg,05/05/2023,25,3.49,2
Zucchini kg,05/05/2023,0,3.34,2.22
Cabbage kg,05/05/2023,3,1.29,0.85
Beetroot kg,05/05/2023,3,2.99,1.75
Yam kg,05/05/2023,1,3.75,2.5
Green Pepper kg,05/05/2023,4,2.99,2
Sweet potato kg,05/05/2023,6,1.99,1.25
Carrots kg,05/05/2023,11,2.99,2
Pumpkin kg,05/05/2023,13,2.22,1.25
Oranges kg,05/05/2023,26,1.49,1
Garlic Kg,05/05/2023,2,14.97,10
Onion Kg,05/05/2023,16,4.19,2.8
Apple Kg,05/05/2023,9,4.59,3.22
Banana kg,05/05/2023,15,2.49,1.5
Lettuce kg,05/05/2023,12,1.3,0.85
"Pork ""Pernil cut"" boneless kg",05/05/2023,9,11.49,8.69
Ham kg,05/05/2023,3,19.57,12.11
Ground beef kg,05/05/2023,18,12.98,7.06
Generic Ham kg,05/05/2023,4,16.26,10.08
Bologna Confianca kg,05/05/2023,2,10.9,5.5
Sweet Bread kg,06/05/2023,7,8.98,83.03
Frozen Chicken kg,06/05/2023,10,6.79,4.95
Salsage kg,06/05/2023,15,6.64,4.98
Calabrezza Saussage kg,06/05/2023,7,15.99,11.34
Mozarella Cheese kg,06/05/2023,5,26.39,16.49
Dish Soap Ype Clear 500ml,06/05/2023,6,1.69,1.35
Dish Soap Ype Apple 500ml,06/05/2023,17,1.72,1.35
Dish soap Ype Neutro 500ml,06/05/2023,4,1.69,1.35
Rice Albaruska Pilao 5kg,06/05/2023,13,17.12,14.83
Powder juice Frech orange 10gr,06/05/2023,10,0.51,0.32
Coffee Mineiro 500gr,06/05/2023,35,6.69,5.5
Instant Pasta Nissin Chicken 85gr,06/05/2023,10,1.55,0.99
Fries JR Fritas 300g,06/05/2023,6,7.19,5.51
Coffee Mantiqueira 500g,06/05/2023,7,8.2,6.29
Coffee Santa Barbara kg,06/05/2023,8,7.44,5.24
Chicken Steak Perdigao 100gr,06/05/2023,28,1.15,0.85
Corn Flour Mimoso 1kg,06/05/2023,20,1.87,1.28
Beer Clacial 473ml,06/05/2023,11,2.02,1.95
Salt Marlin 1kg,06/05/2023,28,1.2,0.77
Soy Oil Soya 900ml,06/05/2023,50,3.53,2.99
Wheat Flour Vilma 1kg,06/05/2023,25,3.53,2.78
"Beef ""Acem cut"" kg",06/05/2023,21,19.01,12.33
Bologna Bolonha kg,06/05/2023,3,15.98,9.72
Beer Skol 473ml,06/05/2023,1380,2.92,2.53
Corn Flour Moinho Dagua 1kg,06/05/2023,11,3.25,2.2
Soda Coca Cola 2lt reciclable bottle,06/05/2023,6,6.73,4.13
Soda Coca Cola 2lt,06/05/2023,1,6.85,5.69
Common Bread kg,06/05/2023,78,8.03,3.92
Tomato Kg,06/05/2023,60,2.78,1.75
Potato kg,06/05/2023,100,3.55,2
Zucchini kg,06/05/2023,13,2.98,1.66
Cabbage kg,06/05/2023,12,1.29,0.85
Beetroot kg,06/05/2023,16,2.34,1.5
Yam kg,06/05/2023,17,3.85,2.5
Green Pepper kg,06/05/2023,3,2.98,2
Sweet potato kg,06/05/2023,8,2.04,1.25
Carrots kg,06/05/2023,19,3,2
Pumpkin kg,06/05/2023,24,2.02,1.25
Oranges kg,06/05/2023,98,1.66,1.1
Garlic Kg,06/05/2023,11,15.52,10
Onion Kg,06/05/2023,31,4.85,2.8
Apple Kg,06/05/2023,18,5.38,3.89
Banana kg,06/05/2023,22,2.49,1.5
Lettuce kg,06/05/2023,28,1.31,0.85
"Pork ""Pernil cut"" boneless kg",06/05/2023,17,11.48,8.69
Ham kg,06/05/2023,3,19.59,12.11
Ground beef kg,06/05/2023,12,13.08,7.06
Generic Ham kg,06/05/2023,1,16.37,10.08
Bologna Confianca kg,06/05/2023,8,8.84,5.5
Sweet Bread kg,07/05/2023,12,9.03,83.03
Frozen Chicken kg,07/05/2023,39,6.95,4.95
